Group,code,context,question
I,GP-A-AM,The principal taught the policy emailed the teacher.,Who emailed?
I,GP-U-A1,The reporter who was told the rumour yelled at the witness.,What did the reporter do?
I,GP-A-AM,The secretary poured a beer chatted up the lawyer.,Who chatted up the lawyer?
I,LC-U-A2,The soldier annoyed the general who was awarded the medal.,What did the general get?
I,GP-A-AM,The student found a scholarship talked to a professor.,Who talked?
I,LC-U-A2,The teacher emailed the principal who was taught the policy.,What did the principal get?
I,GP-A-AM,The traveller booked the flight spotted a cab driver.,Who spotted a cab driver?
I,LC-U-A1,The tutor hugged the boy who was sent an invitation.,What did the tutor do?
I,GP-A-AM,The woman offered a free drink winked at the bartender.,Who winked?
I,FRC,The tutor that taught the student solved the math problem.,Who was taught?
I,FRC,The volunteer that helped the student was very handsome.,Who was helped?
I,FRC,The waiter that served the guest was tall.,What did the waiter do?
I,FRC,The wrecker that towed the car drove at a high speed.,What was towed?
I,FS,The cat chased the mouse.,Who was chased?
I,FS,The hungry animal ate the human food.,What did the animal do?
I,FS,The orchestra hated playing their most popular symphony.,What did the orchestra hate?
I,FS,The apple fell far from the tree.,What fell?
I,FS,The telephone company was known for its expensive products.,Who was known for expensive products?
I,FS,The picture frame that Fred bought was not red as promised.,What did Fred buy?
I,FS,The student forgot to turn in his assignment on differential equations.,What did the student forget?
I,FS,The coffee was too hot for the stewardess to hold.,Who held the coffee?
I,FS,Rachel forgot to get her boyfriend a present for his birthday.,What did Rachel forget?
J,LC-U-A1,A cab driver spotted the traveller who was booked the flight.,What did the cab driver do?
J,LC-A-A1,A travel agent phoned the colonel granted leave.,What did the travel agent do?
J,LC-U-A2,The audience greeted the chef who was presented the new knife.,What did the chef get?
J,LC-A-A2,The bartender winked at the woman offered a free drink.,What did the woman get?
J,LC-U-A1,The boy scout thanked the pack leader who was knitted a scarf.,What did the boy scout do?
J,GP-A-A2,The brit served the first ace defeated the italian.,What did the brit get?
J,LC-U-A1,The cardinal telephoned the priest who was mailed a request.,What did the cardinal do?
J,LC-A-A2,The cheerleader smiled at the teenager burned a cd.,What did the teenager get?
J,GP-A-A2,The child read a story hugged the nanny.,What did the child get?
J,LC-U-A1,The classmate  tattled on the girl who was passed a note.,What did the classmate do?
J,GP-U-A2,The colonel who was granted leave phoned a travel agent.,What did the colonel get?
J,GP-A-A2,The doctor delivered the donor organ assisted several surgeons.,What did the doctor get?
J,LC-U-A1,The employees praised the manager who was prepared the report.,What did the employees do?
J,GP-A-A2,The girl passed a note tattled on the classmate.,What did the girl get?
J,GP-A-A2,The girl won a stuffed bear ignored the carnival worker.,What did the girl get?
J,LC-A-A1,The guard whispered to the prisoner procured a weekend pass.,What did the guard do?
J,LC-U-A1,The host toasted the golfer who was cooked a special meal.,What did the host do?
J,LC-A-A1,The italian defeated the brit served the first ace.,What did the italian do?
J,LC-U-A1,The mailman envied the neighbour who was crocheted a blanket.,What did the mailman do?
J,GP-A-A2,The millionaire sculpted a statue bragged to the banker.,What did the millionaire get?
J,GP-U-A2,The neighbour who was crocheted a blanket envied the mailman.,What did the neighbour get?
J,LC-A-A1,The other team interfered with the player tossed the ball.,What did the other team do?
J,LC-U-A1,The parents thanked the babysitter who was purchased a gift card.,What did the parents do?
J,GP-A-A2,The principal taught the policy emailed the teacher.,What did the principal get?
J,GP-U-A2,The reporter who was told the rumour yelled at the witness.,What did the reporter get?
J,GP-A-A2,The secretary poured a beer chatted up the lawyer.,What did the secretary get?
J,LC-U-A1,The soldier annoyed the general who was awarded the medal.,What did the soldier do?
J,GP-A-A2,The student found a scholarship talked to a professor.,What did the student get?
J,LC-U-A1,The teacher emailed the principal who was taught the policy.,What did the teacher do?
J,GP-A-A2,The traveller booked the flight spotted a cab driver.,What did the traveller get?
J,LC-U-A2,The tutor hugged the boy who was sent an invitation.,What did the boy get?
J,GP-A-A2,The woman offered a free drink winked at the bartender.,What did the woman get?
J,FRC,The tutor that taught the student solved the math problem.,Who was taught?
J,FRC,The volunteer that helped the student was very handsome.,Who was helped?
J,FRC,The waiter that served the guest was tall.,What did the waiter do?
J,FRC,The wrecker that towed the car drove at a high speed.,What was towed?
J,FS,The cat chased the mouse.,Who was chased?
J,FS,The hungry animal ate the human food.,What did the animal do?
J,FS,The orchestra hated playing their most popular symphony.,What did the orchestra hate?
J,FS,The apple fell far from the tree.,What fell?
J,FS,The telephone company was known for its expensive products.,Who was known for expensive products?
J,FS,The picture frame that Fred bought was not red as promised.,What did Fred buy?
J,FS,The student forgot to turn in his assignment on differential equations.,What did the student forget?
J,FS,The coffee was too hot for the stewardess to hold.,Who held the coffee?
J,FS,Rachel forgot to get her boyfriend a present for his birthday.,What did Rachel forget?
K,LC-A-A2,A friend embraced the old man awarded the prize.,What did the old man get?
K,LC-U-AM,A travel agent phoned the colonel who was granted leave.,Who phoned?
K,GP-A-AM,The babysitter purchased a gift card thanked the parents.,Who said thanks?
K,LC-U-AM,The bartender winked at the woman who was offered a free drink.,Who winked?
K,GP-A-PM,The boy sent an invitation hugged the tutor.,Who was hugged?
K,GP-U-AM,The brit who was served the first ace defeated the italian.,Who defeated?
K,LC-U-AM,The carnival worker ignored the girl who was won a stuffed bear.,Who ignored the girl?
K,LC-U-AM,The cheerleader smiled at the teenager who was burned a cd.,Who smiled?
K,GP-A-PM,The child saved a front row seat surprised the clown.,Who was surprised?
K,LC-A-AM,The classmate tattled on the girl passed a note.,Who tattled?
K,LC-A-A2,The dean visited the instructor submitted the plagiarized papers.,What did the instructor get?
K,GP-U-AM,The doctor who was delivered the donor organ assisted several surgeons.,Who assisted several surgeons?
K,LC-A-A2,The fireman argued with the inspector paid a fee.,What did the inspector get?
K,GP-A-PM,The girl played a song photographed the tourist.,Who was photographed?
K,LC-A-A2,The girlfriend distrusted the boyfriend left a voicemail.,What did the boyfriend get?
K,LC-U-AM,The guard whispered to the prisoner who was procured a weekend pass.,Who whispered?
K,GP-A-PM,The inspector paid a fee argued with the fireman.,Who was argued with?
K,LC-U-AM,The italian defeated the brit who was served the first ace.,Who defeated?
K,GP-A-PM,The manager prepared the report praised the employees.,Who was praised?
K,GP-U-AM,The millionaire who was sculpted a statue bragged to the banker.,Who bragged?
K,LC-A-AM,The neighbours thanked the settlers built a log cabin.,Who thanked the settlers?
K,LC-U-AM,The other team interfered with the player who was tossed the ball.,Who interfered?
K,GP-A-PM,The player tossed the ball interfered with the other team.,Who was interfered with?
K,GP-U-AM,The principal who was taught the policy emailed the teacher.,Who emailed?
K,LC-A-AM,The roommate called the student baked a cake.,Who called?
K,GP-U-AM,The secretary who was poured a beer chatted up the lawyer.,Who chatted up the lawyer?
K,GP-A-PM,The spy served a dry martini watched the villain.,Who was watched?
K,GP-U-AM,The student who was baked a cake called the roommate.,Who called?
K,GP-A-PM,The teenager burned a cd smiled at the cheerleader.,Who was smiled at?
K,GP-U-AM,The traveller who was booked the flight spotted a cab driver.,Who spotted a cab driver?
K,LC-A-AM,The villain watched the spy served a dry martini.,Who watched the spy?
K,GP-A-PM,The woman painted the portrait waved at the mayor.,Who was waved to?
K,FRC,The tutor that taught the student solved the math problem.,Who was taught?
K,FRC,The volunteer that helped the student was very handsome.,Who was helped?
K,FRC,The waiter that served the guest was tall.,What did the waiter do?
K,FRC,The wrecker that towed the car drove at a high speed.,What was towed?
K,FS,The cat chased the mouse.,Who was chased?
K,FS,The hungry animal ate the human food.,What did the animal do?
K,FS,The orchestra hated playing their most popular symphony.,What did the orchestra hate?
K,FS,The apple fell far from the tree.,What fell?
K,FS,The telephone company was known for its expensive products.,Who was known for expensive products?
K,FS,The picture frame that Fred bought was not red as promised.,What did Fred buy?
K,FS,The student forgot to turn in his assignment on differential equations.,What did the student forget?
K,FS,The coffee was too hot for the stewardess to hold.,Who held the coffee?
K,FS,Rachel forgot to get her boyfriend a present for his birthday.,What did Rachel forget?
L,LC-A-AM,A friend embraced the old man awarded the prize.,Who embraced the old man?
L,LC-U-PM,A travel agent phoned the colonel who was granted leave.,Who was phoned?
L,GP-A-PM,The babysitter purchased a gift card thanked the parents.,Who was thanked?
L,LC-U-PM,The bartender winked at the woman who was offered a free drink.,Who was winked at?
L,GP-A-PE,The boy sent an invitation hugged the tutor.,Who got an invitation?
L,GP-U-PM,The brit who was served the first ace defeated the italian.,Who was defeated?
L,LC-U-PM,The carnival worker ignored the girl who was won a stuffed bear.,Who was ignored?
L,LC-U-PM,The cheerleader smiled at the teenager who was burned a cd.,Who was smiled at?
L,GP-A-PE,The child saved a front row seat surprised the clown.,Who was saved a front row seat?
L,LC-A-PM,The classmate tattled on the girl passed a note.,Who was tattled on?
L,LC-A-AM,The dean visited the instructor submitted the plagiarized papers.,Who visited the instructor?
L,GP-U-PM,The doctor who was delivered the donor organ assisted several surgeons.,Who was assisted?
L,LC-A-AM,The fireman argued with the inspector paid a fee.,Who argued?
L,GP-A-PE,The girl played a song photographed the tourist.,Who was played a song?
L,LC-A-AM,The girlfriend distrusted the boyfriend left a voicemail.,Who distrusted?
L,LC-U-PM,The guard whispered to the prisoner who was procured a weekend pass.,Who was whispered to?
L,GP-A-PE,The inspector paid a fee argued with the fireman.,Who was paid a fee?
L,LC-U-PM,The italian defeated the brit who was served the first ace.,Who was defeated?
L,GP-A-PE,The manager prepared the report praised the employees.,Who was prepared the report?
L,GP-U-PM,The millionaire who was sculpted a statue bragged to the banker.,Who was bragged to?
L,LC-A-PM,The neighbours thanked the settlers built a log cabin.,Who was thanked?
L,LC-U-PM,The other team interfered with the player who was tossed the ball.,Who was interfered with?
L,GP-A-PE,The player tossed the ball interfered with the other team.,Who was tossed the ball?
L,GP-U-PM,The principal who was taught the policy emailed the teacher.,Who was emailed?
L,LC-A-PM,The roommate called the student baked a cake.,Who was called?
L,GP-U-PM,The secretary who was poured a beer chatted up the lawyer.,Who was chatted up?
L,GP-A-PE,The spy served a dry martini watched the villain.,Who was served a dry martini?
L,GP-U-PM,The student who was baked a cake called the roommate.,Who was called?
L,GP-A-PE,The teenager burned a cd smiled at the cheerleader.,Who was burned a cd?
L,GP-U-PM,The traveller who was booked the flight spotted a cab driver.,Who was spotted?
L,LC-A-PM,The villain watched the spy served a dry martini.,Who was watched?
L,GP-A-PE,The woman painted the portrait waved at the mayor.,Who was painted the portrait?
L,FRC,The tutor that taught the student solved the math problem.,Who was taught?
L,FRC,The volunteer that helped the student was very handsome.,Who was helped?
L,FRC,The waiter that served the guest was tall.,What did the waiter do?
L,FRC,The wrecker that towed the car drove at a high speed.,What was towed?
L,FS,The cat chased the mouse.,Who was chased?
L,FS,The hungry animal ate the human food.,What did the animal do?
L,FS,The orchestra hated playing their most popular symphony.,What did the orchestra hate?
L,FS,The apple fell far from the tree.,What fell?
L,FS,The telephone company was known for its expensive products.,Who was known for expensive products?
L,FS,The picture frame that Fred bought was not red as promised.,What did Fred buy?
L,FS,The student forgot to turn in his assignment on differential equations.,What did the student forget?
L,FS,The coffee was too hot for the stewardess to hold.,Who held the coffee?
L,FS,Rachel forgot to get her boyfriend a present for his birthday.,What did Rachel forget?
M,LC-A-PM,A friend embraced the old man awarded the prize.,Who was embraced?
M,LC-U-PE,A travel agent phoned the colonel who was granted leave.,Who was granted leave?
M,GP-A-PE,The babysitter purchased a gift card thanked the parents.,Who got a gift card?
M,LC-U-PE,The bartender winked at the woman who was offered a free drink.,Who was offered a free drink?
M,GP-A-A1,The boy sent an invitation hugged the tutor.,What did the boy do?
M,GP-U-PE,The brit who was served the first ace defeated the italian.,Who was served the first ace?
M,LC-U-PE,The carnival worker ignored the girl who was won a stuffed bear.,Who was won a stuffed bear?
M,LC-U-PE,The cheerleader smiled at the teenager who was burned a cd.,Who was burned a cd?
M,GP-A-A1,The child saved a front row seat surprised the clown.,What did the child do?
M,LC-A-PE,The classmate tattled on the girl passed a note.,Who was passed a note?
M,LC-A-PM,The dean visited the instructor submitted the plagiarized papers.,Who was visited?
M,GP-U-PE,The doctor who was delivered the donor organ assisted several surgeons.,Who was delivered the donor organ?
M,LC-A-PM,The fireman argued with the inspector paid a fee.,Who was argued with?
M,GP-A-A1,The girl played a song photographed the tourist.,What did the girl do?
M,LC-A-PM,The girlfriend distrusted the boyfriend left a voicemail.,Who was distrusted?
M,LC-U-PE,The guard whispered to the prisoner who was procured a weekend pass.,Who was procured a weekend pass?
M,GP-A-A1,The inspector paid a fee argued with the fireman.,What did the inspector do?
M,LC-U-PE,The italian defeated the brit who was served the first ace.,Who was served the first ace?
M,GP-A-A1,The manager prepared the report praised the employees.,What did the manager do?
M,GP-U-PE,The millionaire who was sculpted a statue bragged to the banker.,Who was sculpted a statue?
M,LC-A-PE,The neighbours thanked the settlers built a log cabin.,Who was built a log cabin?
M,LC-U-PE,The other team interfered with the player who was tossed the ball.,Who was tossed the ball?
M,GP-A-A1,The player tossed the ball interfered with the other team.,What did the player do?
M,GP-U-PE,The principal who was taught the policy emailed the teacher.,Who was taught the policy?
M,LC-A-PE,The roommate called the student baked a cake.,Who was baked a cake?
M,GP-U-PE,The secretary who was poured a beer chatted up the lawyer.,Who was poured a beer?
M,GP-A-A1,The spy served a dry martini watched the villain.,What did the spy do?
M,GP-U-PE,The student who was baked a cake called the roommate.,Who was baked a cake?
M,GP-A-A1,The teenager burned a cd smiled at the cheerleader.,What did the teenager do?
M,GP-U-PE,The traveller who was booked the flight spotted a cab driver.,Who was booked the flight?
M,LC-A-PE,The villain watched the spy served a dry martini.,Who was served a dry martini?
M,GP-A-A1,The woman painted the portrait waved at the mayor.,What did the woman do?
M,FRC,The tutor that taught the student solved the math problem.,Who was taught?
M,FRC,The volunteer that helped the student was very handsome.,Who was helped?
M,FRC,The waiter that served the guest was tall.,What did the waiter do?
M,FRC,The wrecker that towed the car drove at a high speed.,What was towed?
M,FS,The cat chased the mouse.,Who was chased?
M,FS,The hungry animal ate the human food.,What did the animal do?
M,FS,The orchestra hated playing their most popular symphony.,What did the orchestra hate?
M,FS,The apple fell far from the tree.,What fell?
M,FS,The telephone company was known for its expensive products.,Who was known for expensive products?
M,FS,The picture frame that Fred bought was not red as promised.,What did Fred buy?
M,FS,The student forgot to turn in his assignment on differential equations.,What did the student forget?
M,FS,The coffee was too hot for the stewardess to hold.,Who held the coffee?
M,FS,Rachel forgot to get her boyfriend a present for his birthday.,What did Rachel forget?
N,LC-A-PE,A friend embraced the old man awarded the prize.,Who was awarded the prize?
N,LC-U-A2,A travel agent phoned the colonel who was granted leave.,What did the colonel get?
N,GP-A-A1,The babysitter purchased a gift card thanked the parents.,What did the babysitter do?
N,LC-U-A2,The bartender winked at the woman who was offered a free drink.,What did the woman get?
N,GP-A-AM,The boy sent an invitation hugged the tutor.,Who hugged the tutor?
N,GP-U-A1,The brit who was served the first ace defeated the italian.,What did the brit do?
N,LC-U-A2,The carnival worker ignored the girl who was won a stuffed bear.,What did the girl get?
N,LC-U-A2,The cheerleader smiled at the teenager who was burned a cd.,What did the teenager get?
N,GP-A-AM,The child saved a front row seat surprised the clown.,Who surprised the clown?
N,LC-A-A1,The classmate tattled on the girl passed a note.,What did the classmate do?
N,LC-A-PE,The dean visited the instructor submitted the plagiarized papers.,Who was submitted the plagarized papers?
N,GP-U-A1,The doctor who was delivered the donor organ assisted several surgeons.,What did the doctor do?
N,LC-A-PE,The fireman argued with the inspector paid a fee.,Who was paid a fee?
N,GP-A-AM,The girl played a song photographed the tourist.,Who photographed the tourist?
N,LC-A-PE,The girlfriend distrusted the boyfriend left a voicemail.,Who got a voicemail?
N,LC-U-A2,The guard whispered to the prisoner who was procured a weekend pass.,What did the prisoner get?
N,GP-A-AM,The inspector paid a fee argued with the fireman.,Who argued?
N,LC-U-A1,The italian defeated the brit who was served the first ace.,What did the italian do?
N,GP-A-AM,The manager prepared the report praised the employees.,Who praised the employees?
N,GP-U-A1,The millionaire who was sculpted a statue bragged to the banker.,What did the millionaire do?
N,LC-A-A1,The neighbours thanked the settlers built a log cabin.,What did the neighbours do?
N,LC-U-A2,The other team interfered with the player who was tossed the ball.,What did the player get?
N,GP-A-AM,The player tossed the ball interfered with the other team.,Who interfered?
N,GP-U-A1,The principal who was taught the policy emailed the teacher.,What did the principal do?
N,LC-A-A1,The roommate called the student baked a cake.,What did the roommate do?
N,GP-U-A1,The secretary who was poured a beer chatted up the lawyer.,What did the secretary do?
N,GP-A-AM,The spy served a dry martini watched the villain.,Who watched the villain?
N,GP-U-A1,The student who was baked a cake called the roommate.,What did the student do?
N,GP-A-AM,The teenager burned a cd smiled at the cheerleader.,Who smiled?
N,GP-U-A1,The traveller who was booked the flight spotted a cab driver.,What did the traveller do?
N,LC-A-A1,The villain watched the spy served a dry martini.,What did the villain do?
N,GP-A-AM,The woman painted the portrait waved at the mayor.,Who waved?
N,FRC,The tutor that taught the student solved the math problem.,Who was taught?
N,FRC,The volunteer that helped the student was very handsome.,Who was helped?
N,FRC,The waiter that served the guest was tall.,What did the waiter do?
N,FRC,The wrecker that towed the car drove at a high speed.,What was towed?
N,FS,The cat chased the mouse.,Who was chased?
N,FS,The hungry animal ate the human food.,What did the animal do?
N,FS,The orchestra hated playing their most popular symphony.,What did the orchestra hate?
N,FS,The apple fell far from the tree.,What fell?
N,FS,The telephone company was known for its expensive products.,Who was known for expensive products?
N,FS,The picture frame that Fred bought was not red as promised.,What did Fred buy?
N,FS,The student forgot to turn in his assignment on differential equations.,What did the student forget?
N,FS,The coffee was too hot for the stewardess to hold.,Who held the coffee?
N,FS,Rachel forgot to get her boyfriend a present for his birthday.,What did Rachel forget?
O,LC-A-A1,A friend embraced the old man awarded the prize.,What did a friend do?
O,LC-U-A1,A travel agent phoned the colonel who was granted leave.,What did the travel agent do?
O,GP-A-A2,The babysitter purchased a gift card thanked the parents.,What did the babysitter get?
O,LC-U-A1,The bartender winked at the woman who was offered a free drink.,What did the bartender do?
O,GP-A-A2,The boy sent an invitation hugged the tutor.,What did the boy get?
O,GP-U-A2,The brit who was served the first ace defeated the italian.,What did the brit get?
O,LC-U-A1,The carnival worker ignored the girl who was won a stuffed bear.,What did the carnival worker do?
O,LC-U-A1,The cheerleader smiled at the teenager who was burned a cd.,What did the cheerleader do?
O,GP-A-A2,The child saved a front row seat surprised the clown.,What did the child get?
O,LC-A-A2,The classmate tattled on the girl passed a note.,What did the girl get?
O,LC-A-A1,The dean visited the instructor submitted the plagiarized papers.,What did the dean do?
O,GP-U-A2,The doctor who was delivered the donor organ assisted several surgeons.,What did the doctor get?
O,LC-A-A1,The fireman argued with the inspector paid a fee.,What did the fireman do?
O,GP-A-A2,The girl played a song photographed the tourist.,What did the girl get?
O,LC-A-A1,The girlfriend distrusted the boyfriend left a voicemail.,What did the girlfriend do?
O,LC-U-A1,The guard whispered to the prisoner who was procured a weekend pass.,What did the guard do?
O,GP-A-A2,The inspector paid a fee argued with the fireman.,What did the inspector get?
O,LC-U-A2,The italian defeated the brit who was served the first ace.,What did the brit get?
O,GP-A-A2,The manager prepared the report praised the employees.,What did the manager get?
O,GP-U-A2,The millionaire who was sculpted a statue bragged to the banker.,What did the millionaire get?
O,LC-A-A2,The neighbours thanked the settlers built a log cabin.,What did the settlers get?
O,LC-U-A1,The other team interfered with the player who was tossed the ball.,What did the other team do?
O,GP-A-A2,The player tossed the ball interfered with the other team.,What did the player get?
O,GP-U-A2,The principal who was taught the policy emailed the teacher.,What did the principal get?
O,LC-A-A2,The roommate called the student baked a cake.,What did the student get?
O,GP-U-A2,The secretary who was poured a beer chatted up the lawyer.,What did the secretary get?
O,GP-A-A2,The spy served a dry martini watched the villain.,What did the spy get?
O,GP-U-A2,The student who was baked a cake called the roommate.,What did the student get?
O,GP-A-A2,The teenager burned a cd smiled at the cheerleader.,What did the teenager get?
O,GP-U-A2,The traveller who was booked the flight spotted a cab driver.,What did the traveller get?
O,LC-A-A2,The villain watched the spy served a dry martini.,What did the spy get?
O,GP-A-A2,The woman painted the portrait waved at the mayor.,What did the woman get?
O,FRC,The tutor that taught the student solved the math problem.,Who was taught?
O,FRC,The volunteer that helped the student was very handsome.,Who was helped?
O,FRC,The waiter that served the guest was tall.,What did the waiter do?
O,FRC,The wrecker that towed the car drove at a high speed.,What was towed?
O,FS,The cat chased the mouse.,Who was chased?
O,FS,The hungry animal ate the human food.,What did the animal do?
O,FS,The orchestra hated playing their most popular symphony.,What did the orchestra hate?
O,FS,The apple fell far from the tree.,What fell?
O,FS,The telephone company was known for its expensive products.,Who was known for expensive products?
O,FS,The picture frame that Fred bought was not red as promised.,What did Fred buy?
O,FS,The student forgot to turn in his assignment on differential equations.,What did the student forget?
O,FS,The coffee was too hot for the stewardess to hold.,Who held the coffee?
O,FS,Rachel forgot to get her boyfriend a present for his birthday.,What did Rachel forget?
P,LC-U-AM,A friend embraced the old man who was awarded the prize.,Who embraced the old man?
P,LC-A-A2,Several surgeons assisted the doctor delivered the donor organ.,What did the doctor get?
P,GP-U-AM,The babysitter who was purchased a gift card thanked the parents.,Who said thanks?
P,LC-U-AM,The beggar  despised the hobo who was cut a slice of cheese.,Who despised the hobo?
P,GP-U-AM,The boy who was sent an invitation hugged the tutor.,Who hugged the tutor?
P,LC-A-AM,The bus driver knew the student called a bad name.,Who knew the student?
P,LC-A-A2,The carnival worker ignored the girl won a stuffed bear.,What did the girl get?
P,GP-A-PM,The chef presented the new knife greeted the audience.,Who was greeted?
P,GP-U-AM,The child who was bought an ice cream cone smiled at the cashier.,Who smiled?
P,LC-A-A2,The clown surprised the child saved a front row seat.,What did the child get?
P,LC-U-AM,The dean visited the instructor who was submitted the plagiarized papers.,Who visited the instructor?
P,LC-A-AM,The driver worried about the dispatcher handed a pink slip.,Who worried?
P,LC-U-AM,The fireman argued with the inspector who was paid a fee.,Who argued?
P,GP-U-AM,The girl who was passed a note tattled on the classmate.,Who tattled?
P,LC-U-AM,The girlfriend distrusted the boyfriend who was left a voicemail.,Who distrusted?
P,GP-A-PM,The hobo cut a slice of cheese despised the beggar.,Who was despised?
P,GP-U-AM,The inspector who was paid a fee argued with the fireman.,Who argued?
P,LC-A-A2,The lawyer chatted up the secretary poured a beer.,What did the secretary get?
P,GP-U-AM,The manager who was prepared the report praised the employees.,Who praised the employees?
P,LC-A-A2,The nanny hugged the child read a story.,What did the child get?
P,LC-U-AM,The neighbours thanked the settlers who were built a log cabin.,Who thanked the settlers?
P,GP-A-PM,The pack leader knitted a scarf thanked the boy scout.,Who was thanked?
P,GP-U-AM,The player who was tossed the ball interfered with the other team.,Who interfered?
P,GP-A-PM,The prisoner procured a weekend pass whispered to the guard.,Who was whispered to?
P,LC-U-AM,The roommate called the student who was baked a cake.,Who called?
P,GP-A-PM,The settlers built a log cabin thanked the neighbours.,Who was thanked?
P,GP-U-AM,The spy who was served a dry martini watched the villain.,Who watched the villain?
P,GP-U-AM,The student who was called a bad name knew the bus driver.,Who knew the bus driver?
P,GP-U-AM,The teenager who was burned a cd smiled at the cheerleader.,Who smiled?
P,LC-A-AM,The tribesmen admired the scientist shipped critical supplies.,Who admired the scientist?
P,LC-U-AM,The villain watched the spy who was served a dry martini.,Who watched the spy?
P,GP-U-AM,The woman who was offered a free drink winked at the bartender.,Who winked?
P,FRC,The tutor that taught the student solved the math problem.,Who was taught?
P,FRC,The volunteer that helped the student was very handsome.,Who was helped?
P,FRC,The waiter that served the guest was tall.,What did the waiter do?
P,FRC,The wrecker that towed the car drove at a high speed.,What was towed?
P,FS,The cat chased the mouse.,Who was chased?
P,FS,The hungry animal ate the human food.,What did the animal do?
P,FS,The orchestra hated playing their most popular symphony.,What did the orchestra hate?
P,FS,The apple fell far from the tree.,What fell?
P,FS,The telephone company was known for its expensive products.,Who was known for expensive products?
P,FS,The picture frame that Fred bought was not red as promised.,What did Fred buy?
P,FS,The student forgot to turn in his assignment on differential equations.,What did the student forget?
P,FS,The coffee was too hot for the stewardess to hold.,Who held the coffee?
P,FS,Rachel forgot to get her boyfriend a present for his birthday.,What did Rachel forget?
Q,LC-U-PM,A friend embraced the old man who was awarded the prize.,Who was embraced?
Q,LC-A-AM,Several surgeons assisted the doctor delivered the donor organ.,Who assisted the doctor?
Q,GP-U-PM,The babysitter who was purchased a gift card thanked the parents.,Who was thanked?
Q,LC-U-PM,The beggar  despised the hobo who was cut a slice of cheese.,Who was despised?
Q,GP-U-PM,The boy who was sent an invitation hugged the tutor.,Who was hugged?
Q,LC-A-PM,The bus driver knew the student called a bad name.,Who was known?
Q,LC-A-AM,The carnival worker ignored the girl won a stuffed bear.,Who ignored the girl?
Q,GP-A-PE,The chef presented the new knife greeted the audience.,Who got a new knife?
Q,GP-U-PM,The child who was bought an ice cream cone smiled at the cashier.,Who was smiled at?
Q,LC-A-AM,The clown surprised the child saved a front row seat.,Who surprised the child?
Q,LC-U-PM,The dean visited the instructor who was submitted the plagiarized papers.,Who was visited?
Q,LC-A-PM,The driver worried about the dispatcher handed a pink slip.,Who was worried about?
Q,LC-U-PM,The fireman argued with the inspector who was paid a fee.,Who was argued with?
Q,GP-U-PM,The girl who was passed a note tattled on the classmate.,Who was tattled on?
Q,LC-U-PM,The girlfriend distrusted the boyfriend who was left a voicemail.,Who was distrusted?
Q,GP-A-PE,The hobo cut a slice of cheese despised the beggar.,Who was cut a slice of cheese?
Q,GP-U-PM,The inspector who was paid a fee argued with the fireman.,Who was argued with?
Q,LC-A-AM,The lawyer chatted up the secretary poured a beer.,Who chatted up the secretary?
Q,GP-U-PM,The manager who was prepared the report praised the employees.,Who was praised?
Q,LC-A-AM,The nanny hugged the child read a story.,Who gave a hug?
Q,LC-U-PM,The neighbours thanked the settlers who were built a log cabin.,Who was thanked?
Q,GP-A-PE,The pack leader knitted a scarf thanked the boy scout.,Who was knitted a scarf?
Q,GP-U-PM,The player who was tossed the ball interfered with the other team.,Who was interfered with?
Q,GP-A-PE,The prisoner procured a weekend pass whispered to the guard.,Who was procured a weekend pass?
Q,LC-U-PM,The roommate called the student who was baked a cake.,Who was called?
Q,GP-A-PE,The settlers built a log cabin thanked the neighbours.,Who was built a log cabin?
Q,GP-U-PM,The spy who was served a dry martini watched the villain.,Who was watched?
Q,GP-U-PM,The student who was called a bad name knew the bus driver.,Who was known?
Q,GP-U-PM,The teenager who was burned a cd smiled at the cheerleader.,Who was smiled at?
Q,LC-A-PM,The tribesmen admired the scientist shipped critical supplies.,Who was admired?
Q,LC-U-PM,The villain watched the spy who was served a dry martini.,Who was watched?
Q,GP-U-PM,The woman who was offered a free drink winked at the bartender.,Who was winked at?
Q,FRC,The tutor that taught the student solved the math problem.,Who was taught?
Q,FRC,The volunteer that helped the student was very handsome.,Who was helped?
Q,FRC,The waiter that served the guest was tall.,What did the waiter do?
Q,FRC,The wrecker that towed the car drove at a high speed.,What was towed?
Q,FS,The cat chased the mouse.,Who was chased?
Q,FS,The hungry animal ate the human food.,What did the animal do?
Q,FS,The orchestra hated playing their most popular symphony.,What did the orchestra hate?
Q,FS,The apple fell far from the tree.,What fell?
Q,FS,The telephone company was known for its expensive products.,Who was known for expensive products?
Q,FS,The picture frame that Fred bought was not red as promised.,What did Fred buy?
Q,FS,The student forgot to turn in his assignment on differential equations.,What did the student forget?
Q,FS,The coffee was too hot for the stewardess to hold.,Who held the coffee?
Q,FS,Rachel forgot to get her boyfriend a present for his birthday.,What did Rachel forget?
R,LC-U-PE,A friend embraced the old man who was awarded the prize.,Who was awarded the prize?
R,LC-A-PM,Several surgeons assisted the doctor delivered the donor organ.,Who was assisted?
R,GP-U-PE,The babysitter who was purchased a gift card thanked the parents.,Who got a gift card?
R,LC-U-PE,The beggar  despised the hobo who was cut a slice of cheese.,Who was cut a slice of cheese?
R,GP-U-PE,The boy who was sent an invitation hugged the tutor.,Who got an invitation?
R,LC-A-PE,The bus driver knew the student called a bad name.,Who was called a bad name?
R,LC-A-PM,The carnival worker ignored the girl won a stuffed bear.,Who was ignored?
